gene,combined_coef,combined_se,pval,i2,n_samples,mean_expr,pct_expr,n_positive_samples,n_negative_samples,sign_consistency,median_dispersion,fdr,median_coef,fisher_stat,fisher_pval,fisher_fdr,perm_pval,gradient_score,decay_pattern,cell_type
KRT6A,-0.00263473256797232,0.0022948429624107,0.250923081950831,0.976633068447438,5,0.121816109623897,0.0974316838506189,1,4,0.8,0.54020839452556,0.584439433508798,-0.000529467434060944,,1,1,,-0.000529467434060944,not_significant,endothelial
KRT6B,-0.00473577360244064,0.0020505465220946,0.0209148675342929,0.888942046932694,5,0.0543083569667895,0.0481857457128469,0,5,1,0.272872350931699,0.155390929883692,-0.00257792848571869,84.3079663748051,7.14613526844927e-14,5.22767280022712e-12,,-0.00257792848571869,linear,endothelial
KRT6C,-0.00295433386015353,0.00133071042423814,0.0264107742226593,0.893523752015213,5,0.0773940470195341,0.064751252352302,0,5,1,0.397016443171917,0.173218250246544,-0.00364485644754623,61.1569345066159,2.18782293241642e-09,9.90771242251434e-08,,-0.00364485644754623,linear,endothelial
KRT7,-0.00059034242931734,0.00077679399727132,0.447270751215372,0.796868150685426,5,0.227517294388932,0.143046462933022,1,4,0.8,0.679800253109619,0.770950417378568,-0.00107859604596242,,1,1,,-0.00107859604596242,not_significant,endothelial
KRT8,-0.00167258997928476,0.00107560812402514,0.119941785684869,0.797292838153047,5,0.275437991995547,0.179676111214185,1,4,0.8,0.626000687616033,0.406860369425756,-0.00108289128464865,,1,1,,-0.00108289128464865,not_significant,endothelial
KRT80,-0.0010107364405246,0.000891949631907805,0.257140103818631,0.61351753086429,5,0.0520819528744467,0.0455087598399109,2,3,0.6,0.21737703464537,0.587837112335379,-0.00013820934917856,,1,1,,-0.00013820934917856,not_significant,endothelial
KRT86,0.000160834150838834,0.000594269602089859,0.786666600317979,0.382445662683114,5,0.0675872670889767,0.0584696122346206,3,2,0.6,0.254623272537729,0.914572050002932,0.00110990206365684,,1,1,,0.00110990206365684,not_significant,endothelial
LAG3,0.000418402473246954,0.000581827739279532,0.472068563801673,0,5,0.0644066898142013,0.056269712952901,3,2,0.6,0.259145498768985,0.783485522121101,0.000639626051796823,,1,1,,0.000639626051796823,not_significant,endothelial
LAIR1,-0.000301836364060653,0.000782600838454324,0.699730957822884,0.482206437319961,5,0.066633093906544,0.056905828407856,3,2,0.6,0.267654081024238,0.881382968065646,0.000194730471757595,,1,1,,0.000194730471757595,not_significant,endothelial
LAMP2,-0.000634697084140186,0.000267253862820584,0.0175544373135659,0,5,0.107583026319277,0.0903548994142437,0,5,1,0.522753371407225,0.1357257714244,-0.000592796590762903,11.8408958360743,0.295845911370645,1,,-0.000592796590762903,not_significant,endothelial
LAMP3,-0.000153032792370158,0.00112325272379848,0.891630962456202,0.77982067340815,5,0.0748230803890906,0.0591057276895757,3,2,0.6,0.429100699531131,0.954888564522351,0.000203547135075716,,1,1,,0.000203547135075716,not_significant,endothelial
LCN2,-0.00122726747659986,0.000465054389908205,0.00831568134456553,0,5,0.0435739086644226,0.0391476052903602,0,5,1,0.225395862711283,0.0888563253784474,-0.00144038763581193,19.7201209781556,0.0320138129211225,0.507418934799792,,-0.00144038763581193,not_significant,endothelial
LDLR,-0.000318019658491847,0.00106175213601554,0.764540685433321,0.836253437761379,5,0.140528505923825,0.112221368178324,2,3,0.6,0.512814689587041,0.906581286592379,-0.000588392283067742,,1,1,,-0.000588392283067742,not_significant,endothelial
LEFTY1,-0.000236642013266801,0.000387585555784147,0.541494709723074,0,5,0.052559039465663,0.0451641973018103,3,2,0.6,0.254063341540675,0.82345163068168,0.000202730445956788,,1,1,,0.000202730445956788,not_significant,endothelial
LEFTY2,-0.000487495517323827,0.000363463823707755,0.179839597797749,0.0589702752784774,5,0.0587081555302287,0.0507302075326672,2,3,0.6,0.232295953561564,0.505998394987158,-0.000321460136166681,,1,1,,-0.000321460136166681,not_significant,endothelial
LEP,-0.00114422932686322,0.000875846637832045,0.191407532034765,0.276975510577449,5,0.0399162447984309,0.0352779029393835,1,4,0.8,0.238682855251956,0.525757535500462,-0.00152555814567598,,1,1,,-0.00152555814567598,not_significant,endothelial
LGALS1,-0.000189610561885398,0.000512542574755943,0.711426380000828,0.916939090344414,5,0.787086856264412,0.40120331840229,2,3,0.6,1.24741814209727,0.886718856331307,-0.000570622751546858,,1,1,,-0.000570622751546858,not_significant,endothelial
LGALS3,-0.00188399299929483,0.00159627390747051,0.237903109538476,0.896625314042512,5,0.157226536616396,0.126533965914814,1,4,0.8,0.600401922862176,0.574648373455484,-0.000672526646108925,,1,1,,-0.000672526646108925,not_significant,endothelial
LGALS3BP,0.000665683539581415,0.00112678023918976,0.554665274116218,0.836899856397413,5,0.122770282806329,0.0986244003286597,2,3,0.6,0.539659926946453,0.82345163068168,-0.000257818379338556,,1,1,,-0.000257818379338556,not_significant,endothelial
LGALS9,-0.000737029808027024,0.000651802831674974,0.258157903913331,0.603648748723581,5,0.146015001722813,0.119139123750961,1,4,0.8,0.54936447997361,0.588748601010977,-0.000578168828683885,,1,1,,-0.000578168828683885,not_significant,endothelial
LIF,-0.000147693810151956,0.00084999192727072,0.862054809288546,0.650279562709214,5,0.0835166582734766,0.06931007977948,2,3,0.6,0.293150339203631,0.945575690465291,-0.00125924901232481,,1,1,,-0.00125924901232481,not_significant,endothelial
LIFR,0.00100562994191526,0.00106692546598184,0.345911439530395,0.863437876516148,5,0.165973124122028,0.117999416894166,2,3,0.6,0.4503128675184,0.686767805831745,-0.000264573897270883,,1,1,,-0.000264573897270883,not_significant,endothelial
LINC02446,-0.000229148795239386,0.000400875477296494,0.567578843021969,0,5,0.0495639958652495,0.04304381245196,2,3,0.6,0.314153251489802,0.828638054743288,-9.67114167949761e-05,,1,1,,-9.67114167949761e-05,not_significant,endothelial
LMNA,0.000440020345147236,0.000882932859592299,0.618228788174625,0.923900898942394,5,0.296721354925919,0.19971374804527,3,2,0.6,0.714697784291893,0.839907967934383,0.00144058819010676,,1,1,,0.00144058819010676,not_significant,endothelial
LPAR5,-0.000324062396614481,0.000415795318249005,0.435756126158089,0.0973213064650815,5,0.0535397174587188,0.0475761350685149,3,2,0.6,0.305470652418737,0.761772198485925,0.000364084000693403,,1,1,,0.000364084000693403,not_significant,endothelial
LTB,-0.000633400485920861,0.000583332485228405,0.277553776025482,0.415358037584984,5,0.186805905271807,0.144848790055395,0,5,1,0.433652659070743,0.602633883562178,-0.000318841653627942,12.1236423577352,0.276866825700349,1,,-0.000318841653627942,not_significant,endothelial
LTBR,-9.64544183452307e-05,0.000477297332423859,0.839850623208338,0,5,0.165390018288319,0.131119298152615,1,4,0.8,0.561591397195203,0.939411353561624,-0.000116729455721069,,1,1,,-0.000116729455721069,not_significant,endothelial
LTF,0.000473038584570392,0.000928553648590849,0.61044670214955,0.506333482375303,5,0.12997959129582,0.083172095735376,3,2,0.6,0.399008085135112,0.836652521363867,0.000302165484102437,,1,1,,0.000302165484102437,not_significant,endothelial
LUM,-0.00013885071799385,0.00101098708061884,0.890760684561129,0.876594051756935,5,0.171433115110393,0.116753690794879,2,3,0.6,0.607515355057662,0.954888564522351,-0.00139647001358426,,1,1,,-0.00139647001358426,not_significant,endothelial
LY6D,-0.000915909800698395,0.000382628844530909,0.0166780617784905,0,5,0.0513398181769991,0.0465159426435898,1,4,0.8,0.233587906089885,0.132173639594537,-0.00081710633051162,,1,1,,-0.00081710633051162,not_significant,endothelial
LY75,-0.000777490483727743,0.000420870006477205,0.0646977118960987,0,5,0.0433088605581913,0.0374247925998569,0,5,1,0.206982150088554,0.297183971957404,-0.000812341451606322,9.34045781409547,0.50012628710652,1,,-0.000812341451606322,not_significant,endothelial
LYN,0.000138967344081566,0.000325444332194071,0.669373476897874,0,5,0.0754857006546688,0.0660234832622121,3,2,0.6,0.359603950427229,0.869636853182893,0.000186900799845659,,1,1,,0.000186900799845659,not_significant,endothelial
LYZ,-0.000876025322808792,0.00163470836188502,0.592033959306669,0.949160922385011,5,0.147578785549577,0.0986774099499059,2,3,0.6,0.560059401555788,0.836652521363867,-0.00220982687634398,,1,1,,-0.00220982687634398,not_significant,endothelial
MAF,0.000191589689993102,0.000646480005949692,0.766956497616074,0.867085005453353,5,0.273529645630682,0.186222799438098,3,2,0.6,0.824840389739685,0.90738889456873,0.000361606917086303,,1,1,,0.000361606917086303,not_significant,endothelial
MALAT1,0.000605107928823321,0.000424228658984651,0.153760958872018,0.94863730071387,5,8.03594052320496,0.786450740809457,3,2,0.6,2.80261041034692,0.473290970455154,0.00042263694786187,,1,1,,0.00042263694786187,not_significant,endothelial
MAML2,-0.000694520748740674,0.000292014094674058,0.0173888527232027,0,5,0.0880754857006547,0.075936282435262,1,4,0.8,0.308273940314826,0.135547532293162,-0.000906086344371017,,1,1,,-0.000906086344371017,not_significant,endothelial
MAP1LC3B,-0.000220566606664232,0.00122991329605849,0.857674598792097,0.896642872546522,5,0.169074186964934,0.131543375122585,3,2,0.6,0.545293616160269,0.945575690465291,0.00081846987450313,,1,1,,0.00081846987450313,not_significant,endothelial
MAPK13,0.00133236080506068,0.00125474111893627,0.288298739616337,0.720192152635202,5,0.0594237854170532,0.0517638951469692,4,1,0.8,0.294206383383059,0.617504732826885,0.00151087947329207,,1,1,,0.00151087947329207,not_significant,endothelial
MAPK14,-0.000373283045219682,0.000588384244559445,0.525806413868206,0.651238128643275,5,0.176256990643802,0.139521323120146,3,2,0.6,0.556354939982352,0.81572903684937,0.000174802829091637,,1,1,,0.000174802829091637,not_significant,endothelial
MARCO,-0.000552388875808447,0.000626824732867279,0.378182884710382,0.314182818010033,5,0.0436799279069151,0.038484985024782,2,3,0.6,0.216787149926718,0.71643809434178,-2.94753205344873e-05,,1,1,,-2.94753205344873e-05,not_significant,endothelial
MECOM,-0.00131724852875179,0.000603830390356327,0.0291473682203503,0.534853329943372,5,0.127912216067216,0.102229054573405,1,4,0.8,0.473625926440353,0.183570511109623,-0.00158612137547659,,1,1,,-0.00158612137547659,not_significant,endothelial
MEG3,-0.000463369413995491,0.000351960008489946,0.187992876897016,0.13062029958338,5,0.098067799305574,0.0750881284953219,2,3,0.6,0.484619657716102,0.519712866072856,-0.000410670110879887,,1,1,,-0.000410670110879887,not_significant,endothelial
MERTK,-0.000257928282284806,0.000464012666881805,0.578303321381071,0.068285508757077,5,0.0594237854170532,0.0531421452993718,3,2,0.6,0.307452328858707,0.833217111881278,7.58075390451695e-05,,1,1,,7.58075390451695e-05,not_significant,endothelial
MET,-9.56445709086305e-05,0.00106610821268399,0.928514685177157,0.74705594435708,5,0.0729147340242254,0.0617031991306422,3,2,0.6,0.260970262713713,0.967160422347728,0.000839724255281294,,1,1,,0.000839724255281294,not_significant,endothelial
MGP,0.000785948145784052,0.00086329515775996,0.362609012096805,0.964025469308081,5,1.62657372313075,0.527604760263988,4,1,0.8,1.51389878006937,0.70005253743473,0.000328218963687432,,1,1,,0.000328218963687432,not_significant,endothelial
MIF,-0.00179690631179965,0.000691951794995601,0.0094078529953552,0.918040324713289,5,0.568660711919213,0.347743115375441,1,4,0.8,0.956569077002036,0.094177559985082,-0.00171664880666785,,1,1,,-0.00171664880666785,not_significant,endothelial
MKI67,-6.779839654874e-05,0.000934142536528155,0.942141764017392,0.544556506843971,5,0.0549709772323677,0.0450581780593178,2,3,0.6,0.307273463777481,0.972830420825776,-0.000535126549305687,,1,1,,-0.000535126549305687,not_significant,endothelial
MMP1,-0.00180413088409429,0.000766075588629694,0.0185212174674433,0.520175369318888,5,0.0447931299530865,0.0382199369185507,2,3,0.6,0.303235500781115,0.140730472214517,-0.00189918198702519,,1,1,,-0.00189918198702519,not_significant,endothelial
MMP10,-8.41177092679348e-05,0.00162392627864078,0.958688875939425,0.697472016338375,5,0.0392536245328527,0.0350128548331522,2,3,0.6,0.225585421373352,0.976138245201705,-0.00130809368587678,,1,1,,-0.00130809368587678,not_significant,endothelial
MMP12,-0.0018544216984564,0.00114554512644775,0.10548781312221,0.683235097829451,5,0.0495639958652495,0.0434943942325532,0,5,1,0.282480527249845,0.394364511458139,-0.00167579869290676,26.3263872239281,0.00332514527769091,0.0732623367822813,,-0.00167579869290676,not_significant,endothelial
MMP14,-0.000924730479730825,0.00026115468610936,0.000398719247072525,0.176889916849547,5,0.173792043255851,0.135042010124838,0,5,1,0.643300462740517,0.0114903637565446,-0.000871251481649112,32.0328913831235,0.000395415009914009,0.00989578090600586,,-0.000871251481649112,linear,endothelial
MMP16,-0.000606765985563415,0.000710860791613742,0.393345984920123,0.0984544848548973,5,0.0525325346550399,0.0451641973018103,1,4,0.8,0.284891770122615,0.733317871757811,-0.00132008706594796,,1,1,,-0.00132008706594796,not_significant,endothelial
MMP19,-0.000902507625433953,0.00136871184236075,0.509648774879261,0.874086802116154,5,0.0609875692438178,0.052771077950648,1,4,0.8,0.331612568727173,0.811852571038822,-0.000542169285081246,,1,1,,-0.000542169285081246,not_significant,endothelial
MMP2,-0.000156218498379813,0.000468135510692258,0.738603243759871,0.565751487107246,5,0.347133504731109,0.220228471467571,3,2,0.6,0.833972234794832,0.900641102698618,5.24817301905832e-05,,1,1,,5.24817301905832e-05,not_significant,endothelial
MMP3,0.000703884511971799,0.00274797260713602,0.797837451560817,0.774201328476664,5,0.0331575180895333,0.0295528638447878,2,3,0.6,0.2040698464505,0.917135754655791,-0.000693920199579453,,1,1,,-0.000693920199579453,not_significant,endothelial
MMP7,-0.00106042880201583,0.000689636924858776,0.124131169903067,0.714751368973357,5,0.187362506294893,0.137957539293382,1,4,0.8,0.523966542918545,0.412757841181176,-0.000802932421740096,,1,1,,-0.000802932421740096,not_significant,endothelial
MMP8,0.000182637965831325,0.00170843708545014,0.914865507778518,0.7660290071945,5,0.0400487688515466,0.0362320761218161,2,3,0.6,0.255067075055527,0.964915291817251,-0.000539007846665487,,1,1,,-0.000539007846665487,not_significant,endothelial
MMP9,0.00064945794166474,0.00139655766610532,0.641901394349318,0.901357196402614,5,0.0867767499801214,0.0624983434493361,3,2,0.6,0.508733948125765,0.856904783525318,0.000358131634543117,,1,1,,0.000358131634543117,not_significant,endothelial
MPO,-0.000757611060985009,0.000377944390827086,0.0450104312554577,0,5,0.0540698136711813,0.0465424474542129,1,4,0.8,0.299166533442052,0.232635435456197,-0.00066079871425591,,1,1,,-0.00066079871425591,not_significant,endothelial
MRC1,-0.000483190286944629,0.00150649162576478,0.748408356043492,0.730793095901822,5,0.0610140740544409,0.0503326353733203,2,3,0.6,0.295265416933095,0.905757284566006,-0.000142822159845654,,1,1,,-0.000142822159845654,not_significant,endothelial
MRC2,-0.00129712356573091,0.000571926430483877,0.0233298011920581,0.499302445687162,5,0.121100479737072,0.101645948739696,1,4,0.8,0.463979269493321,0.166816849125167,-0.00189337980961441,,1,1,,-0.00189337980961441,not_significant,endothelial
MS4A1,-0.000132783287915709,0.000392213149857873,0.734949665024459,0,5,0.0513398181769991,0.0428052691563519,3,2,0.6,0.264737793565514,0.900641102698618,0.000218735446088453,,1,1,,0.000218735446088453,not_significant,endothelial
MS4A4A,-0.000672479476152705,0.0015717420077003,0.668755857566689,0.834604302785054,5,0.0369212011980174,0.0322563545283469,3,2,0.6,0.209667968250933,0.869636853182893,0.000902278038626694,,1,1,,0.000902278038626694,not_significant,endothelial
MSMB,-0.000912372636636182,0.000613907651036269,0.137233513199736,0,5,0.0430968220732063,0.0370802300617562,2,3,0.6,0.206380863792772,0.445423450692658,-0.000173183272047678,,1,1,,-0.000173183272047678,not_significant,endothelial
MST1R,-3.29530456914898e-05,0.000421742621131913,0.937720315517095,0.127328783201345,5,0.0507302075326672,0.0434413846113069,2,3,0.6,0.215195984252818,0.97037216545893,-0.000431150030018768,,1,1,,-0.000431150030018768,not_significant,endothelial
MT1X,0.000670014639850526,0.000892244579750309,0.452693828292617,0.893630982314822,5,0.439555779373956,0.238225237880675,4,1,0.8,0.75260720537466,0.772911724786857,0.000620113774516092,,1,1,,0.000620113774516092,not_significant,endothelial
MT2A,0.000699501611346209,0.00109871073072497,0.524348446205304,0.969707045445459,5,1.31829627077315,0.450422751729439,3,2,0.6,1.58524495904148,0.81572903684937,0.00101056512684939,,1,1,,0.00101056512684939,not_significant,endothelial
MTOR,8.02163476725619e-05,0.000814606328211857,0.921557082270375,0.635277657110157,5,0.093323438204034,0.0795674414906306,2,3,0.6,0.428384384174174,0.965199102686263,-0.000146559447686772,,1,1,,-0.000146559447686772,not_significant,endothelial
