gene,combined_coef,combined_se,pval,i2,n_samples,mean_expr,pct_expr,n_positive_samples,n_negative_samples,sign_consistency,median_dispersion,fdr,median_coef,fisher_stat,fisher_pval,fisher_fdr,perm_pval,gradient_score,decay_pattern,cell_type
CCL13,0.000137312720035386,0.00033750992743401,0.684125111829822,0.233288064467583,5,0.121525618557672,0.0923172593136978,2,3,0.6,0.529111628044912,0.856496060371801,-2.03744020855429e-05,,1,1,,-2.03744020855429e-05,not_significant,macrophage
CCL15,-0.000325022906946706,0.00036074051550986,0.367594653800239,0.296476006634516,5,0.10253076299772,0.0825937023008649,2,3,0.6,0.31785537315261,0.660563144534431,-0.000517292678944551,,1,1,,-0.000517292678944551,not_significant,macrophage
CCL18,0.00407215972037691,0.00205541145482833,0.0475700193195462,0.997210204966151,5,0.825277479412818,0.29745416172009,4,1,0.8,1.20339931328907,0.284629654449574,0.00185141432454815,,1,1,,0.00185141432454815,not_significant,macrophage
CCL19,0.00127684325543369,0.000819766763739491,0.119335464529897,0.846862902732011,5,0.079880151506586,0.063824975973769,5,0,1,0.377959373878732,0.411664426202053,0.000866163601057763,50.5130596951929,2.14747586991315e-07,2.86031855450932e-06,,0.000866163601057763,linear,macrophage
CCL2,-0.0033650915763932,0.00109296010616173,0.00207781272133027,0.980736245017545,5,0.344187536510449,0.165451222040063,1,4,0.8,0.867042219132529,0.0711650857055616,-0.00348628322733797,,1,1,,-0.00348628322733797,not_significant,macrophage
CCL20,-0.00113151185634867,0.000617010169920766,0.0666743968333614,0.686031018688062,5,0.0695724273088737,0.0561931143648595,1,4,0.8,0.336453815044671,0.33159432924872,-0.00157561270807255,,1,1,,-0.00157561270807255,not_significant,macrophage
CCL21,0.000761853109540876,0.000596590787980265,0.201598298216033,0.67334754398875,5,0.122580888311003,0.0925810767520304,4,1,0.8,0.492224131010808,0.502137460140626,0.000383691742196917,,1,1,,0.000383691742196917,not_significant,macrophage
CCL23,0.00113009028834651,0.00100454548934145,0.260598899946235,0.715541579635325,5,0.0640699493093636,0.0542333276801025,3,2,0.6,0.316895244580746,0.560672095798502,4.24980757397132e-05,,1,1,,4.24980757397132e-05,not_significant,macrophage
CCL26,-6.95721326864538e-05,0.000514610655002519,0.892458706255568,0.4262177546336,5,0.063806131871031,0.054044886652722,2,3,0.6,0.3208448338494,0.965990856996716,-0.000140189373523244,,1,1,,-0.000140189373523244,not_significant,macrophage
CCL28,-0.000533742708394299,0.00073435073487569,0.467334638307454,0.617937607996124,5,0.0511052066255865,0.0435298773248912,2,3,0.6,0.305517111023052,0.725200514784544,-8.35594333984804e-05,,1,1,,-8.35594333984804e-05,not_significant,macrophage
CCL3,-0.000965612123867169,0.000612485455149383,0.114899789700663,0.830362700462881,5,0.283245708255601,0.160872105074717,1,4,0.8,0.69636423927455,0.406601100822643,-0.00106565846613221,,1,1,,-0.00106565846613221,not_significant,macrophage
CCL3L3,-0.000326119858765264,0.000395937628547875,0.410130086806241,0.660633216330206,5,0.226430738500386,0.143441310042022,3,2,0.6,0.679262024585449,0.687526083610337,1.42369164157967e-05,,1,1,,1.42369164157967e-05,not_significant,macrophage
CCL4,-0.00211113367397922,0.000750307043519462,0.0048975977006497,0.927759045638487,5,0.193905817174515,0.113460342585788,1,4,0.8,0.698610753710882,0.101310231473484,-0.00203017150688838,,1,1,,-0.00203017150688838,not_significant,macrophage
CCL4L2,-0.000961499907420668,0.000444590022746472,0.0305668465702478,0.717465092911289,5,0.169559236436957,0.109371172291631,1,4,0.8,0.567715160973551,0.228608614689849,-0.00100820214472553,,1,1,,-0.00100820214472553,not_significant,macrophage
CCL5,0.000132592798737942,0.000918538695016059,0.885222603260907,0.885736532032461,5,0.227957110822168,0.141556899768218,1,4,0.8,0.619140240567329,0.962503941640828,-0.000436382950004579,,1,1,,-0.000436382950004579,not_significant,macrophage
CCL7,-0.00208522704189747,0.00131043892575144,0.111554852042652,0.927365089618018,5,0.0623928241656774,0.0506717922626114,1,4,0.8,0.325662632320742,0.397699268062836,-0.00208248903130981,,1,1,,-0.00208248903130981,not_significant,macrophage
CCL8,-0.00208058962108536,0.000671744315427968,0.00195296095562306,0.75553820629229,5,0.102813424538791,0.0793713607326587,0,5,1,0.45606708822653,0.0711650857055616,-0.00253984677694876,80.9689434090489,3.24122857412675e-13,4.93387016283739e-12,,-0.00253984677694876,linear,macrophage
CCND1,-0.00224721283919066,0.000758135056827459,0.00303537457775138,0.913674094120232,5,0.206229860365199,0.148171179829272,0,5,1,0.566887165095903,0.085615418237164,-0.0024580164001146,148.080928824658,9.24861108409219e-27,2.46372723045678e-25,,-0.0024580164001146,linear,macrophage
CCR1,0.000379192800347295,0.000371925090506803,0.30794629879562,0.739329070631404,5,0.32583338044359,0.222322724103492,3,2,0.6,0.800406836999723,0.61907700086577,0.000167040702825289,,1,1,,0.000167040702825289,not_significant,macrophage
CCR10,-0.000288452663507813,0.000435851813216188,0.508090680325409,0,5,0.0538752897280796,0.0464884014547647,2,3,0.6,0.301402085216932,0.755402966478642,-0.000535502470688031,,1,1,,-0.000535502470688031,not_significant,macrophage
CCR2,0.000486999555547271,0.000752581112949143,0.517563512724312,0.663064324117911,5,0.0541391071664123,0.0470537245369062,4,1,0.8,0.280657167425096,0.763605244157869,0.000669574035086013,,1,1,,0.000669574035086013,not_significant,macrophage
CCR5,-0.000304204287593763,0.000510440619609209,0.551199205710144,0.47255369637669,5,0.065012154446266,0.05560894717998,2,3,0.6,0.321844487282959,0.776761948226819,-0.000654095059823876,,1,1,,-0.000654095059823876,not_significant,macrophage
CCR7,9.03477909810514e-05,0.000300852426465428,0.763943751421236,0,5,0.0774869504588539,0.0670096293364992,3,2,0.6,0.361376159312,0.904471676065389,0.000265189772955867,,1,1,,0.000265189772955867,not_significant,macrophage
CCRL2,0.000517935525974874,0.000599467067802466,0.387591574963639,0.722646897775948,5,0.113837224640549,0.0923361034164358,3,2,0.6,0.487029356087978,0.671409290350543,0.000538414144990133,,1,1,,0.000538414144990133,not_significant,macrophage
CD14,0.000881817436992535,0.00106629722998804,0.408242574905563,0.989065564911192,5,1.18514330940132,0.475700529519287,2,3,0.6,1.30003717072098,0.686984873779935,-0.000235653511733167,,1,1,,-0.000235653511733167,not_significant,macrophage
CD163,0.00147260248902323,0.000771300720726132,0.0562304194028324,0.98958255383351,5,1.84604368063015,0.549663632766126,4,1,0.8,1.50075209617303,0.304796911957322,0.00107115986024126,,1,1,,0.00107115986024126,not_significant,macrophage
CD164,-0.000102615791692927,0.000665766966808383,0.877505897141849,0.548201876369492,5,0.180356907305859,0.140539318220363,1,4,0.8,0.536817800824925,0.962503941640828,-0.000279052678549264,,1,1,,-0.000279052678549264,not_significant,macrophage
CD19,-0.00110173285982534,0.00121876385098292,0.366008306497359,0.894440757804574,5,0.0952757834435713,0.0817834058831289,2,3,0.6,0.446885284073191,0.660563144534431,-0.00018029617124508,,1,1,,-0.00018029617124508,not_significant,macrophage
CD2,0.000874536959281449,0.000748263550716631,0.242502251534055,0.730774494469848,5,0.0976878285940415,0.0789756345751597,3,2,0.6,0.489853480118931,0.548175844686474,0.000787361735363574,,1,1,,0.000787361735363574,not_significant,macrophage
CD209,0.000794075927199798,0.000536553317027143,0.138884677804292,0.799091830023855,5,0.167090658978273,0.125746697570995,4,1,0.8,0.583640404155463,0.425528453719861,0.000745857130061912,,1,1,,0.000745857130061912,not_significant,macrophage
CD24,-0.00274799147057528,0.000863311430454075,0.00145716109870037,0.857271474905081,5,0.0778638325136149,0.0656528539393597,0,5,1,0.400591362567294,0.0635189769842569,-0.00238382560327697,97.0749245727343,2.09440884825627e-16,3.71951497310697e-15,,-0.00238382560327697,linear,macrophage
CD27,0.000957474741678457,0.00038822499868381,0.0136521432043036,0.107625293068214,5,0.074773399664575,0.0619405656999642,5,0,1,0.350938399936671,0.159300520482154,0.000768854306344573,22.2109244347665,0.0140654002676019,0.132242341731668,,0.000768854306344573,not_significant,macrophage
CD274,-0.000306458023013919,0.000675506216446452,0.650065171365997,0.856849934899035,5,0.127065784762659,0.099082292196657,3,2,0.6,0.549128501563797,0.843589308985103,4.47815201632045e-05,,1,1,,4.47815201632045e-05,not_significant,macrophage
CD276,-0.00208698161908094,0.000916920953599474,0.0228414715170882,0.929344486176646,5,0.173346901087305,0.136355927412516,0,5,1,0.585606301137931,0.201687536309457,-0.000796478278633232,124.400887579098,6.45692332659289e-22,1.44004406283781e-20,,-0.000796478278633232,linear,macrophage
CD28,0.000856250702974724,0.000796247164456631,0.282214509156823,0.885726621748642,5,0.0974616993611849,0.0802947217668231,4,1,0.8,0.471941616438557,0.58707964052363,0.000553233642415304,,1,1,,0.000553233642415304,not_significant,macrophage
CD300A,-0.000238984337184461,0.000567374282738828,0.673600950660977,0.839983282876088,5,0.211280079898996,0.159628394294006,3,2,0.6,0.637395572125007,0.85222072781514,0.000182765431146944,,1,1,,0.000182765431146944,not_significant,macrophage
CD33,5.03197168847535e-05,0.000431531409981921,0.907171244730887,0.508709211720271,5,0.0914127423822715,0.0769593155821886,3,2,0.6,0.442390061509035,0.970956722876027,0.000185099147532255,,1,1,,0.000185099147532255,not_significant,macrophage
CD34,0.00088069492961591,0.000645518908546813,0.172466595054356,0.720567391486584,5,0.0918461567452466,0.0795786458627772,3,2,0.6,0.44719634067371,0.474059039561647,0.00107807310495476,,1,1,,0.00107807310495476,not_significant,macrophage
CD36,0.00140916046514541,0.00146789807998984,0.337062652259832,0.953250061366162,5,0.162737671245784,0.113818380537811,3,2,0.6,0.604087542818545,0.640120828017613,0.000130750161388159,,1,1,,0.000130750161388159,not_significant,macrophage
CD37,0.00100347190783784,0.000767068977693182,0.190808898709688,0.951007944748036,5,0.334991614374282,0.231744775472516,4,1,0.8,0.803618340296756,0.485373299370267,0.000432404985971684,,1,1,,0.000432404985971684,not_significant,macrophage
CD38,-0.000181002363660314,0.000501330714347691,0.718066678477525,0.604539426189862,5,0.101230519908795,0.0816138089584864,2,3,0.6,0.494178684732939,0.87380901780316,-0.000585958322821956,,1,1,,-0.000585958322821956,not_significant,macrophage
CD3D,0.000555207611286567,0.000442037068892412,0.209108545040213,0.368824323035104,5,0.0697420242335161,0.0596227410631843,4,1,0.8,0.331065254944811,0.510150836714503,0.000827996202284116,,1,1,,0.000827996202284116,not_significant,macrophage
CD3E,-0.000576532874633722,0.000654769798902921,0.378581834112059,0.874368849612185,5,0.468181732526806,0.280871351310607,1,4,0.8,0.779657507124568,0.666165098923788,-0.000159866137420064,,1,1,,-0.000159866137420064,not_significant,macrophage
CD3G,0.000551872804001812,0.000307523309583124,0.0727218744176121,0,5,0.0652759718845987,0.0554205061525996,4,1,0.8,0.339013917620287,0.339175936207127,0.00044603718650636,,1,1,,0.00044603718650636,not_significant,macrophage
CD4,0.00140228976664949,0.000689535575889394,0.0419845932372409,0.950821788941776,5,0.310758098253152,0.219232291254452,4,1,0.8,0.785954081776317,0.271429612213819,0.000958635548726339,,1,1,,0.000958635548726339,not_significant,macrophage
CD40,-0.00203910537777298,0.000857776384595343,0.0174446621860987,0.914294897421738,5,0.174628300073492,0.130005464789794,1,4,0.8,0.596095531802893,0.172468361200708,-0.00207954518419287,,1,1,,-0.00207954518419287,not_significant,macrophage
CD40LG,-0.000418624049453134,0.000442231306640906,0.343833543951562,0.151401377509323,5,0.050897921495468,0.0443590178453653,2,3,0.6,0.305303382554993,0.642760952533231,-0.000469933428193698,,1,1,,-0.000469933428193698,not_significant,macrophage
CD44,-0.00118845598572457,0.000681549743233885,0.0812017657452932,0.956746963163216,5,0.549022933273032,0.333352177436071,1,4,0.8,1.01168672081296,0.359746811018765,-0.000826905268120348,,1,1,,-0.000826905268120348,not_significant,macrophage
CD47,-0.00060646754740531,0.000638223208089794,0.341988466645173,0.86511213715944,5,0.139766710008103,0.113422654380312,2,3,0.6,0.551205068090097,0.642760952533231,-0.00026844319706616,,1,1,,-0.00026844319706616,not_significant,macrophage
CD48,-5.64206004974214e-05,0.000709616732632811,0.936628127831615,0.867521175642918,5,0.212071532213994,0.158893474287222,4,1,0.8,0.617381653622513,0.976451817756886,0.000384661680657107,,1,1,,0.000384661680657107,not_significant,macrophage
CD52,0.00144874752728797,0.000580689299475449,0.012600131815393,0.83878659439237,5,0.283132643639173,0.176512710347297,5,0,1,0.819155298742564,0.158993768565288,0.00156790350812619,68.7299374309623,7.79336003105729e-11,1.14982034919753e-09,,0.00156790350812619,linear,macrophage
CD53,-3.56661761631047e-05,0.000323626323872678,0.91224450051817,0.810734907931708,5,0.661201876872633,0.382384532760473,3,2,0.6,0.993398607382709,0.972284307281387,4.83375286289736e-05,,1,1,,4.83375286289736e-05,not_significant,macrophage
CD55,-0.000933471858395899,0.00122936128205236,0.4476644402207,0.972755655124487,5,0.169653456950647,0.130533099666459,3,2,0.6,0.615532128467801,0.71313986407251,0.000260550821981784,,1,1,,0.000260550821981784,not_significant,macrophage
CD58,0.000152240396692015,0.000241525177879167,0.52847915575524,0.131761320678015,5,0.12126180111934,0.0988373188610624,4,1,0.8,0.520385277362213,0.766780971293643,0.000278666451546061,,1,1,,0.000278666451546061,not_significant,macrophage
CD59,0.00125145496745681,0.00130130430437587,0.336203945037183,0.977441535687371,5,0.247159251512239,0.175306687772062,3,2,0.6,0.628310932394879,0.640120828017613,0.000848763485243097,,1,1,,0.000848763485243097,not_significant,macrophage
CD5L,0.000604198114746519,0.000597688350105767,0.31206832910956,0.557807734861418,5,0.0844215802664556,0.0689694160212561,4,1,0.8,0.329414454284669,0.623486515866809,0.000911143213518123,,1,1,,0.000911143213518123,not_significant,macrophage
CD63,0.00042612049120769,0.000491426578192173,0.385882197943173,0.963582380721657,5,1.87579851885352,0.629600316580926,3,2,0.6,1.28444163491793,0.671409290350543,0.000107392736210614,,1,1,,0.000107392736210614,not_significant,macrophage
CD68,0.00157496410916472,0.000494411701534189,0.00144488312680199,0.993064475005568,5,4.14038856539846,0.803964799216085,5,0,1,2.07668630338372,0.0635189769842569,0.00128621331115998,258.828387398187,7.54002453856027e-50,1.44617670649586e-47,,0.00128621331115998,linear,macrophage
CD69,-4.82048017321625e-05,0.000263036959565181,0.854592083772418,0,5,0.0935232818889328,0.0757532930069535,2,3,0.6,0.413716576713021,0.958542465892103,-1.72564838512233e-07,,1,1,,-1.72564838512233e-07,not_significant,macrophage
CD70,1.58390745594898e-05,0.000477402423991902,0.97353294770585,0.491918284578289,5,0.0862683023347843,0.0733789360619594,2,3,0.6,0.412528522399525,0.992486809377782,-0.000157270323961224,,1,1,,-0.000157270323961224,not_significant,macrophage
CD74,0.00157185470335645,0.000559521074219179,0.00496515211601016,0.996873305939658,5,10.1995402038932,0.919177643356512,5,0,1,2.58244204840994,0.101310231473484,0.00159249366666317,288.882134488134,3.47298422927961e-56,1.66529593793957e-53,,0.00159249366666317,linear,macrophage
CD79A,0.00034792174387882,0.000357846927306379,0.330919146583405,0,5,0.0495788343038046,0.0428703337290595,4,1,0.8,0.259444084970571,0.638184167598322,0.000922876395340159,,1,1,,0.000922876395340159,not_significant,macrophage
CD80,-0.000940397549008841,0.00100454547106844,0.34919990533382,0.906140566063752,5,0.131268019673243,0.10262498351141,2,3,0.6,0.565737350744446,0.648793565178353,-0.000471332659881745,,1,1,,-0.000471332659881745,not_significant,macrophage
CD81,0.000320069260117473,0.000203344611647025,0.115481945269034,0.781500429406061,5,0.955659826257373,0.471347541786798,4,1,0.8,1.16898685788815,0.407158770268395,0.000426704440335071,,1,1,,0.000426704440335071,not_significant,macrophage
CD83,-0.00042071438755518,0.000505555283315779,0.405305797304229,0.818888326770283,5,0.216424519946483,0.151525430116645,2,3,0.6,0.724124547081348,0.68672837387766,-0.000554325903399595,,1,1,,-0.000554325903399595,not_significant,macrophage
CD84,0.000669008190973771,0.000967553403562529,0.489287083704526,0.910079246799146,5,0.317014340362184,0.221079013322781,4,1,0.8,0.783747801976792,0.747175658077453,0.000900023245973787,,1,1,,0.000900023245973787,not_significant,macrophage
CD86,-6.55863267185752e-05,0.000231146055488002,0.776606505298009,0,5,0.113761848229597,0.0946350839504777,3,2,0.6,0.512931318772958,0.912702988456851,0.000104935510188653,,1,1,,0.000104935510188653,not_significant,macrophage
CD8A,0.000972784006545524,0.000284528319675417,0.000628665993147122,0,5,0.0772796653287354,0.0634480939190081,5,0,1,0.36261033032158,0.0366981952739321,0.00109015981520887,21.2920855787959,0.019146431716786,0.178266291421337,,0.00109015981520887,not_significant,macrophage
CD8B,-0.000597689227104348,0.000465976704650647,0.199611560133,0.180634599118785,5,0.0445663029754838,0.039139201386926,1,4,0.8,0.257151427124039,0.500488109053501,-0.000452479982969448,,1,1,,-0.000452479982969448,not_significant,macrophage
CD9,-0.00144021446226235,0.00149645343495524,0.335839427034655,0.992612537828169,5,0.423313923907513,0.264382761414815,2,3,0.6,1.02552980790836,0.640120828017613,-0.000329994888519274,,1,1,,-0.000329994888519274,not_significant,macrophage
CDH1,-0.00318399240175242,0.00125815574264911,0.011384092701363,0.94077728841254,5,0.0697420242335161,0.0596038969604462,0,5,1,0.4010540815766,0.153234466787061,-0.00449001177246234,150.561613020314,2.85671245286758e-27,8.0576095361765e-26,,-0.00449001177246234,linear,macrophage
CDH11,0.000223322569042167,0.00128578501603663,0.862112416256185,0.930815167116231,5,0.0704392560348239,0.0597734938850887,3,2,0.6,0.342555958657738,0.961502935040244,0.00044710931614835,,1,1,,0.00044710931614835,not_significant,macrophage
CDH5,-0.000190904369761661,0.00045142294210199,0.672372089735881,0,5,0.0613563985150847,0.0524996702282021,3,2,0.6,0.348630265661428,0.851789741158137,9.74643083737764e-05,,1,1,,9.74643083737764e-05,not_significant,macrophage
CDKN1A,-0.00106688609057165,0.000545825765398272,0.0506270445033215,0.863919890257718,5,0.256298641340193,0.177115721634914,1,4,0.8,0.719530571732528,0.28899604570646,-0.00162100405466895,,1,1,,-0.00162100405466895,not_significant,macrophage
CDKN3,-0.00133363974463513,0.000746251662418297,0.0739184261389881,0.813689932430745,5,0.0822921966570562,0.0700058416718488,2,3,0.6,0.366208804566309,0.339175936207127,-0.00212413551843108,,1,1,,-0.00212413551843108,not_significant,macrophage
CEACAM1,-0.000982691661322137,0.000455621264499321,0.0310199307085754,0,5,0.0443213296398892,0.0395726157499011,0,5,1,0.256146081485035,0.228831642688644,-0.001580133052218,16.3081916028605,0.091143411195745,0.76672395909403,,-0.001580133052218,not_significant,macrophage
CEACAM6,-0.00303068611243203,0.00146565798532821,0.0386589280305244,0.916496648234548,5,0.061092581076752,0.0491077317353534,1,4,0.8,0.332666015375687,0.258671243282146,-0.00396920253976197,,1,1,,-0.00396920253976197,not_significant,macrophage
CELSR1,-0.000856160579321712,0.000532045115540111,0.107575254356844,0.62227282211278,5,0.0768650950684983,0.0651817513709085,1,4,0.8,0.384639514164732,0.390775261091716,-0.00055274027016992,,1,1,,-0.00055274027016992,not_significant,macrophage
CELSR2,-7.84490200759471e-05,0.000361174849228856,0.828048508541327,0.0554017403782416,5,0.0462245840164321,0.0402321593457328,2,3,0.6,0.270472473954753,0.947611598676769,-0.00118171186471729,,1,1,,-0.00118171186471729,not_significant,macrophage
CENPF,-0.00181060209617881,0.000637946414826059,0.00453726265325352,0.43677549530151,5,0.0345977726270564,0.0310173931068272,0,5,1,0.245849083878216,0.101191508941166,-0.00174982949133817,29.4855122202092,0.00103928264249467,0.0111985624062066,,-0.00174982949133817,step_50um,macrophage
CFD,0.00494571959929555,0.00195716051185108,0.0115045689350035,0.995292221482162,5,0.657809938379784,0.34215237341474,4,1,0.8,1.06163607413743,0.153234466787061,0.00367010788601939,,1,1,,0.00367010788601939,not_significant,macrophage
CFLAR,0.000156900871368975,0.000381983700276233,0.681253812240066,0.602336098911734,5,0.205551472666629,0.157009064013417,3,2,0.6,0.596799808413391,0.855911427872725,0.000343233924896793,,1,1,,0.000343233924896793,not_significant,macrophage
CHEK1,-0.00114512450085073,0.000441505249214748,0.00949540903874167,0,5,0.0648237134188856,0.0555335707690278,1,4,0.8,0.352516525092012,0.142282769814895,-0.0010614938677029,,1,1,,-0.0010614938677029,not_significant,macrophage
CHEK2,-0.000484113477108968,0.000279693768936138,0.0834750023389244,0,5,0.0756779165960013,0.0653513482955509,1,4,0.8,0.368153964955749,0.362997188592501,-0.000479158912607128,,1,1,,-0.000479158912607128,not_significant,macrophage
CHGA,-8.3957333875716e-05,0.000410894441079598,0.838097010923189,0,5,0.0360864567433622,0.0321480392711101,1,4,0.8,0.233232941460848,0.953501539928261,-0.000251483203121153,,1,1,,-0.000251483203121153,not_significant,macrophage
CHI3L1,-0.000234406701096125,0.000663049218597583,0.723692373408013,0.924075468599709,5,0.219458420487309,0.134320764316807,3,2,0.6,0.730410932512353,0.875520276472811,0.000139727644467759,,1,1,,0.000139727644467759,not_significant,macrophage
CIDEA,-0.000472983388144726,0.000511777545360131,0.355383639253542,0.406624817013952,5,0.0547798066595059,0.0479017091601183,1,4,0.8,0.287086535796712,0.653712490654047,-0.000125293619830278,,1,1,,-0.000125293619830278,not_significant,macrophage
CIITA,-4.21597593078686e-05,0.000637001504453918,0.947230770401876,0.925310970487071,5,0.367554223905629,0.228164395952287,2,3,0.6,0.951365028793878,0.980987374530669,-0.000231179098511231,,1,1,,-0.000231179098511231,not_significant,macrophage
CLCF1,-0.000514676186252119,0.00050116349269711,0.304438053872574,0.474041098517426,5,0.0748487760755272,0.0634480939190081,2,3,0.6,0.378072053320496,0.613353137949157,-0.000402230473982498,,1,1,,-0.000402230473982498,not_significant,macrophage
CLDN4,-0.00527492843553162,0.00158998499652807,0.000907955912393427,0.987287002578731,5,0.134622269960616,0.105489287127593,0,5,1,0.509208213174059,0.0435364859992648,-0.00710366260191417,216.017319143287,7.28265684160759e-41,4.65604527406779e-39,,-0.00710366260191417,linear,macrophage
CLEC10A,0.000296589228385566,0.00151944649476248,0.845239845052119,0.908390176113465,5,0.108730472798538,0.0844215802664556,2,3,0.6,0.333673274006732,0.954388743050836,-0.000169296692779432,,1,1,,-0.000169296692779432,not_significant,macrophage
CLEC12A,0.000189191442453123,0.000532515336538323,0.722380689996313,0.627380100712157,5,0.115721634914354,0.0926187649575066,2,3,0.6,0.525654875991953,0.875520276472811,-0.000394177293184651,,1,1,,-0.000394177293184651,not_significant,macrophage
CLEC14A,-0.000543444934096847,0.000334704517034421,0.104449286888117,0,5,0.0525750466391543,0.0469595040232159,0,5,1,0.277981542015625,0.386580387262387,-0.000411875685012455,6.82298480435825,0.742043925614308,1,,-0.000411875685012455,not_significant,macrophage
CLEC1A,0.000805075923938808,0.000524413878412142,0.124736704165918,0.456850754617669,5,0.0655963216311455,0.0567395933442629,4,1,0.8,0.32884777758325,0.412384232959872,0.000827740906430017,,1,1,,0.000827740906430017,not_significant,macrophage
CLEC2B,0.000825618672727651,0.000232054064871374,0.000373871332062371,0.0138132930731199,5,0.115363596962331,0.0961237680667835,4,1,0.8,0.480614524621678,0.0320088970018547,0.000785034577627048,,1,1,,0.000785034577627048,not_significant,macrophage
CLEC2D,0.000203644127294011,0.000382072585214372,0.594034596036023,0,5,0.0680837431925679,0.0584544066934253,3,2,0.6,0.325274282804484,0.807732180613554,0.000254427943986706,,1,1,,0.000254427943986706,not_significant,macrophage
CLEC4A,-0.000114708202641431,0.00030523242228567,0.707061061238371,0,5,0.11508093542126,0.0955019126764279,2,3,0.6,0.481422599457122,0.871309804585297,-0.000257955268698029,,1,1,,-0.000257955268698029,not_significant,macrophage
CLEC4D,-0.000750745296100349,0.000418890565183083,0.0730972553581987,0.132361047349492,5,0.0514255563721333,0.0446039911809599,0,5,1,0.273390557131358,0.339175936207127,-0.00156700015495433,14.6790922756024,0.144206926339701,1,,-0.00156700015495433,not_significant,macrophage
CLEC4E,0.000176287026551947,0.00121393278758194,0.884537366070912,0.874688634120208,5,0.105300846100213,0.0857783556635951,2,3,0.6,0.4077726866042,0.962503941640828,-0.000616178442544566,,1,1,,-0.000616178442544566,not_significant,macrophage
CLEC5A,-0.00315951526183034,0.00116611621061621,0.00673980515560293,0.908997112797036,5,0.135734072022161,0.0979704901351122,0,5,1,0.361565563737582,0.114470126910066,-0.00233738464360731,182.124417353788,8.48421027348146e-34,3.25454306090749e-32,,-0.00233738464360731,linear,macrophage
CLEC7A,-0.000237246473622129,0.000441913652577872,0.591363212797857,0.874236402226325,5,0.33925038159308,0.214954679932915,3,2,0.6,0.757149239379928,0.807732180613554,0.000238943976429315,,1,1,,0.000238943976429315,not_significant,macrophage
CLOCK,-0.0014686233736321,0.000951753717322781,0.122813597694752,0.898860487400057,5,0.0699116211581586,0.0594531441385418,2,3,0.6,0.366201531286172,0.412375119834263,-0.00153525207871118,,1,1,,-0.00153525207871118,not_significant,macrophage
CLU,0.00134867560833093,0.00138239422989274,0.329258493751137,0.972800109403321,5,0.0812557710064635,0.0644656754668626,3,2,0.6,0.453710462717758,0.636610676426089,0.000962197598960083,,1,1,,0.000962197598960083,not_significant,macrophage
CMKLR1,0.0017364918745232,0.0010820191729985,0.108524092324377,0.925402479622255,5,0.225658130288126,0.163321838430663,4,1,0.8,0.553077929968132,0.392622493357839,0.000980735684607705,,1,1,,0.000980735684607705,not_significant,macrophage
CNTFR,-0.000798556461314987,0.000395494902913716,0.0434734893215623,0.284905381209857,5,0.0758852017261198,0.0638815082819832,1,4,0.8,0.330955270849931,0.274283396443278,-0.000975929664499727,,1,1,,-0.000975929664499727,not_significant,macrophage
COL11A1,-0.000473123658030276,0.000959311714395402,0.621877817467704,0.894551506222201,5,0.0795221135545631,0.0664254621516197,2,3,0.6,0.376113074337179,0.828306704099345,-0.000809085406613368,,1,1,,-0.000809085406613368,not_significant,macrophage
COL12A1,-0.0003032726298079,0.000598295611959883,0.612228991891727,0.718291761874833,5,0.0864944315676409,0.0694970508979215,1,4,0.8,0.330983483764761,0.819047214677303,-0.000457928711991328,,1,1,,-0.000457928711991328,not_significant,macrophage
COL14A1,-0.000791797361901705,0.00105521286626401,0.453033444052648,0.73465639176612,5,0.0512371153447529,0.0445851470782219,2,3,0.6,0.280739298318536,0.715355568106385,-0.000182326498507183,,1,1,,-0.000182326498507183,not_significant,macrophage
COL15A1,1.91787157392206e-06,0.000462528548104629,0.996691586411887,0.426426317432561,5,0.0717771873292253,0.0622986036519871,2,3,0.6,0.328964104056283,0.99870762981349,-0.000772512009470005,,1,1,,-0.000772512009470005,not_significant,macrophage
COL16A1,0.000295731965660447,0.000890986033331396,0.739953158414045,0.836029746557894,5,0.0694405185897074,0.0606591667137769,2,3,0.6,0.361957602579466,0.885911459324681,-0.000449327730299404,,1,1,,-0.000449327730299404,not_significant,macrophage
COL17A1,-0.00127444808760452,0.00110519658535458,0.248852295635981,0.884549126900306,5,0.0483539676258315,0.0427384250098932,2,3,0.6,0.277061268909293,0.551153236754978,-0.000548483191258868,,1,1,,-0.000548483191258868,not_significant,macrophage
COL18A1,-0.00212720560736027,0.00116298772699858,0.0673865922611429,0.954320296003352,5,0.094352422409407,0.0781653381574236,1,4,0.8,0.462932164239556,0.33159432924872,-0.00278565118520599,,1,1,,-0.00278565118520599,not_significant,macrophage
COL1A1,-0.00183063070355675,0.00183916713527353,0.31956191844858,0.993885096489311,5,0.747262894077299,0.272711854825033,2,3,0.6,1.66189284289016,0.63318156981857,-8.9529520083099e-05,,1,1,,-8.9529520083099e-05,not_significant,macrophage
COL1A2,-0.00105234536146299,0.00130163506554326,0.4188145608123,0.978027259258329,5,0.268019673243259,0.149885993178435,3,2,0.6,0.711860665777306,0.691945050935801,0.000105425090569877,,1,1,,0.000105425090569877,not_significant,macrophage
