ligand,auroc,aupr,activity,pearson,cell_type
RARRES2,0.592479128596509,0.074185854996501,0.00780018587110588,0.0205440442087743,fibroblast
IFNA1,0.592980758894982,0.0741259170671889,0.00774024794179376,-0.0289733094324606,fibroblast
CLCF1,0.582070299903256,0.0738104870877909,0.00742481796239576,0.0352467779580624,fibroblast
OSM,0.591798344620015,0.0735032222233484,0.00711755309795328,-0.0242957678621975,fibroblast
IL18,0.58509799706188,0.073427007692807,0.00704133856741185,-0.0117465059193016,fibroblast
TNFSF9,0.586746210899711,0.0734156297126559,0.0070299605872607,-0.0189104135618528,fibroblast
CXCL12,0.582625676305135,0.0729452192600135,0.00655955013461837,-0.0174776987642699,fibroblast
PDGFA,0.586065426923215,0.0727399621881068,0.00635429306271161,-0.0265176900895433,fibroblast
ANGPT1,0.574832491311047,0.0726348642508664,0.00624919512547127,-0.0433036921599568,fibroblast
IL15,0.555573470923359,0.0724641447611585,0.00607847563576336,0.00691690425704317,fibroblast
PDGFC,0.588412340105344,0.0720619734898081,0.00567630436441295,-0.0457206775726545,fibroblast
PDGFB,0.576283636103051,0.071945779341753,0.00556011021635784,-0.010259550532608,fibroblast
CCL3,0.580207101651797,0.0717405603247778,0.00535489119938265,-0.0011169216124025,fibroblast
IFNB1,0.576588197355693,0.0713151128175115,0.00492944369211637,-0.0275663637561961,fibroblast
CSF2,0.564817800709449,0.0711390077618467,0.0047533386364516,-0.0283048955141993,fibroblast
IL23A,0.560052312873983,0.0711389515673815,0.00475328244198632,0.00829686144549209,fibroblast
PTPRC,0.573865061449712,0.0707880484395931,0.00440237931419797,-0.00436709877494887,fibroblast
TNF,0.563366655917448,0.0703843266818665,0.00399865755647139,-0.010575337792402,fibroblast
PDGFD,0.561736357447418,0.0701436285135249,0.00375795938812978,-0.0111758762709124,fibroblast
IL36G,0.568042566913901,0.0697343622606242,0.00334869313522901,-0.0364941084787408,fibroblast
IL11,0.564799885341644,0.0696565381258797,0.00327086900048452,-0.0168019845429149,fibroblast
RSPO3,0.559658174782328,0.0690009532345356,0.00261528410914043,0.0330319951934877,fibroblast
TGFB1,0.528037550610915,0.0683347883720398,0.00194911924664461,-0.00792454767138585,fibroblast
IL1B,0.55492851768247,0.0682520362445661,0.00186636711917096,-0.024898633379018,fibroblast
IL7,0.54362392059909,0.0677524263637921,0.00136675723839698,-0.0293964574740091,fibroblast
IFNL2,0.53681608083414,0.0663794944802883,-6.17464510679899e-06,0.0025182177230809,fibroblast
IL10,0.534075029560357,0.0662074698806707,-0.000178199244724481,-0.0378529168023273,fibroblast
IL12B,0.540685800279481,0.0656039725756809,-0.000781696549714286,-0.0189888673520495,fibroblast
TSLP,0.535078290157298,0.0648534923569586,-0.00153217676843656,-0.0205242170799647,fibroblast
IFNL3,0.531943100791861,0.0646458784213373,-0.00173979070405783,-0.0259299486121398,fibroblast
IL12A,0.517001684044575,0.0621883250822542,-0.00419734404314094,-0.0429005222336285,fibroblast
