n_predicted_targets,n_gradient_genes,n_overlap,overlap_genes,pvalue_fisher,odds_ratio,jaccard_index,ligand,receptors,cell_type,fdr_fisher,enrichment_score
200,129,41,WNT5A;BMP7;CXCL3;SFN;KRT19;EPCAM;SOX4;FOS;CXCR4;CTNNB1;FAS;THBS1;CCL5;GADD45B;STMN1;PCNA;UBE2C;BCL2L1;IGFBP3;DUSP1;MMP2;TGFB2;TNFRSF19;HSP90AB1;ZFP36;TOP2A;ETV4;SOX9;CFLAR;EIF5A;GSTP1;CDH11;SELENOP;KRT18;CLU;IGFBP5;CXCL1;EZR;H2AZ1;IL2RA;KRT80,0.00143521050286734,1.93540482472918,0.142361111111111,EPCAM,"",fibroblast,0.0232028863778014,2.84308439612228
200,129,40,SOX9;FOS;BCL2L1;IGFBP3;THBS1;DUSP1;CXCR4;FAS;CCL5;GADD45B;MMP2;PCNA;KRT19;ZFP36;TOP2A;CXCL1;CFLAR;CTNNB1;STMN1;NEAT1;HSP90AB1;IL2RA;ETV4;KRT18;CLU;IGFBP5;EIF5A;KRT80;CRYAB;TGFB2;CXCL12;EZR;UBE2C;WNT5A;GSTP1;KRT5;SFN;SELENOP;KRT17;CXCL3,0.00284116976054711,1.85264801124085,0.13840830449827,FGF9,FGFR3;FGFR2;FGFR1,fibroblast,0.0232028863778014,2.54650281630655
200,129,40,CLDN4;H2AZ1;IL6R;FOS;IGFBP3;BCL2L1;THBS1;GADD45B;DUSP1;CXCR4;FAS;CCL5;PCNA;CFLAR;MMP2;ZFP36;SOX9;TOP2A;CTNNB1;STMN1;CXCL1;EIF5A;TGFB2;HSP90AB1;ETV4;KRT19;NEAT1;EZR;CLU;SFN;GSTP1;SELENOP;LCN2;CXCL3;WNT5A;KRT18;IGFBP5;UBE2C;KRT80;KRT17,0.00284116976054711,1.85264801124085,0.13840830449827,ENTPD1,ADORA2A,fibroblast,0.0232028863778014,2.54650281630655
200,129,40,THBS1;IGFBP3;FOS;BCL2L1;DUSP1;GADD45B;CXCR4;FAS;CTNNB1;CCL5;MMP2;STMN1;TOP2A;TGFB2;NEAT1;CLU;BMP7;CFLAR;TNFRSF19;KRT19;EIF5A;SFN;PCNA;SOX9;KRT18;ZFP36;IGFBP5;CRYAB;KRT80;WNT5A;TUBB;SELENOP;CALM1;KRT5;SERPINB5;GSTP1;HLA.E;ETV4;SMAD2;CALM2,0.00284116976054711,1.85264801124085,0.13840830449827,PSAP,CELSR1,fibroblast,0.0232028863778014,2.54650281630655
200,129,40,FOS;IGFBP3;BCL2L1;DUSP1;THBS1;CXCR4;GADD45B;FAS;TGFB2;ZFP36;STMN1;CFLAR;EIF5A;CLU;MMP2;CTNNB1;PCNA;ETV4;KRT19;TOP2A;UBE2C;CCL5;SOX9;IGFBP5;HSP90AB1;NEAT1;BMP7;CXCL1;CRYAB;H2AZ1;KRT18;WNT5A;CDH11;TNFRSF19;SELENOP;KRT80;SFN;IL6ST;ITGB8;EZR,0.00284116976054711,1.85264801124085,0.13840830449827,KLK3,EPOR,fibroblast,0.0232028863778014,2.54650281630655
200,129,40,CDH11;H2AZ1;IL6R;FOS;IGFBP3;BCL2L1;THBS1;DUSP1;CXCR4;GADD45B;FAS;MMP2;PCNA;CCL5;SOX9;ZFP36;CFLAR;KRT19;STMN1;CXCL1;CTNNB1;HSP90AB1;EIF5A;NEAT1;TGFB2;CLU;ETV4;KRT18;TOP2A;GSTP1;IGFBP5;WNT5A;KRT17;CXCL12;UBE2C;CRYAB;KRT80;EZR;SFN;SELENOP,0.00284116976054711,1.85264801124085,0.13840830449827,ANXA2,TLR2;EGFR,fibroblast,0.0232028863778014,2.54650281630655
200,129,39,CD37;FOS;IGFBP3;BCL2L1;THBS1;CXCR4;FAS;GADD45B;DUSP1;PCNA;CCL5;MMP2;ZFP36;SOX9;CFLAR;STMN1;CXCL1;CTNNB1;TOP2A;ETV4;CLU;HSP90AB1;KRT19;EIF5A;NEAT1;TGFB2;IGFBP5;KRT80;H2AZ1;CRYAB;KRT18;WNT5A;GSTP1;KRT17;SFN;CXCL12;IL2RA;TNFRSF19;UBE2C,0.00540275184493258,1.77242590030178,0.13448275862069,CD59,CD2,fibroblast,0.0294149822668552,2.26738497968484
200,129,39,FOS;IGFBP3;CXCR4;THBS1;GADD45B;BCL2L1;CCL5;DUSP1;ETV4;MMP2;KRT18;STMN1;SOX9;FAS;H2AZ1;ZFP36;PCNA;TGFB2;CFLAR;BMP7;IGFBP5;CTNNB1;UBE2C;EIF5A;CLU;CRYAB;RPL22;GSTP1;NEAT1;HSP90AB1;TOP2A;KRT17;SELENOP;WNT5A;SMAD2;EZR;PTGES3;LCN2;CDH11,0.00540275184493258,1.77242590030178,0.13448275862069,ADGRE5,CD55,fibroblast,0.0294149822668552,2.26738497968484
200,129,39,FOS;IGFBP3;BCL2L1;THBS1;GADD45B;DUSP1;CXCR4;FAS;PCNA;MMP2;CCL5;SOX9;NEAT1;ZFP36;STMN1;KRT19;ETV4;EIF5A;HSP90AB1;CTNNB1;CLU;CFLAR;TGFB2;KRT18;CXCL1;TOP2A;GSTP1;KRT80;IGFBP5;CXCL12;WNT5A;KRT17;SFN;H2AZ1;BMP7;EZR;SOX4;CRYAB;TNFRSF19,0.00540275184493258,1.77242590030178,0.13448275862069,SPINK1,EGFR,fibroblast,0.0294149822668552,2.26738497968484
200,129,38,FOS;BCL2L1;IGFBP3;CCL5;FAS;THBS1;DUSP1;MMP2;GADD45B;CXCR4;CXCL1;ZFP36;PCNA;KRT19;CFLAR;EIF5A;HSP90AB1;STMN1;CXCL3;KRT17;SOX9;TOP2A;NEAT1;GSTP1;CD74;HLA.DRA;UBE2C;ETV4;EZR;CD37;IGFBP5;IL2RA;CLU;CTNNB1;KRT5;SFN;RGS1;TYROBP,0.00986857881215495,1.69502981035061,0.130584192439863,S100A9,TLR4;ITGB2;CD36;CD68;ALCAM,fibroblast,0.0385647824947852,2.00574538618342
