gene,sample_id,coef,se,n_cells,pval,dispersion
CX3CR1,Lung9,0.0019257658394171,0.000748042830001372,21893,0.010041241021411,0.192720922461099
CX3CR1,Lung12,0.000208399378754524,0.000476994003522416,16548,0.662182809716559,0.44961660457269
CX3CR1,Lung13,0.000871463339410315,0.000882855190725513,13609,0.323595294210547,0.206596408223867
CXCL1,Lung5,-0.000622866965075105,0.000312889795712164,37735,0.0465148460065712,0.396340734233306
CXCL1,Lung6,-0.002269052682579,0.00252437557039788,3252,0.368728827977724,0.144635934644937
CXCL1,Lung9,-0.0019026655804211,0.000375495249675372,21893,4.03958262883788e-07,0.525782569325089
CXCL1,Lung12,-4.6055831907245e-05,0.00039278005532111,16548,0.906657163627039,0.565621887881702
CXCL1,Lung13,-0.000992195782960517,0.000697799623482391,13609,0.155057572381191,0.301337836806919
CXCL10,Lung5,-0.00279572960337489,0.00027549246988074,37735,3.37821092863581e-24,0.511083454361408
CXCL10,Lung6,0.00451987515989794,0.00116265519468222,3252,0.000101262942036176,0.525451144755942
CXCL10,Lung9,-0.00370592344652379,0.000410379925769403,21893,1.70936654509574e-19,0.493131909752233
CXCL10,Lung12,0.00066323812915465,0.000429836239336609,16548,0.122830317648376,0.522621091026872
CXCL10,Lung13,-0.00309603969989777,0.000335960939340959,13609,3.09902588691912e-20,0.984890239310397
CXCL12,Lung5,0.00306548506322154,0.000206196476969499,37735,5.41270928458558e-50,0.775264782862782
CXCL12,Lung6,0.00266566610291101,0.00094471436672371,3252,0.00477752685573269,0.535140852875975
CXCL12,Lung9,0.0030877366712663,0.000277055340566004,21893,7.58829229009023e-29,0.738424726423094
CXCL12,Lung12,0.00246091973679609,0.000385350490232443,16548,1.70074609836505e-10,0.600640647126923
CXCL12,Lung13,0.00150230966964521,0.000308499066245739,13609,1.11746235644689e-06,0.813061101281566
CXCL14,Lung5,0.0010959458752636,0.000213369956600946,37735,2.80104106073027e-07,0.832388593600593
CXCL14,Lung6,-0.0100445117035109,0.00132433157358973,3252,3.33540677134072e-14,0.449905306224854
CXCL14,Lung9,0.000562265953791622,0.000572817665390706,21893,0.326307157430385,0.287414731871175
CXCL14,Lung12,0.0033824835031818,0.000293010200431463,16548,7.92392361626603e-31,0.881610718851846
CXCL14,Lung13,-0.00284938544977962,0.000365625320372346,13609,6.53412865084041e-15,0.795604036515848
CXCL16,Lung5,-0.000577501270137495,0.000238553356681686,37735,0.0154843764835684,0.549025701573971
CXCL16,Lung6,-0.000861252948727733,0.00111617575799295,3252,0.44034514605458,0.426392695722183
CXCL16,Lung9,-0.000289451215144062,0.000539540282291324,21893,0.591628590593087,0.304222409520513
CXCL16,Lung12,0.00014831309478059,0.000378286028927744,16548,0.695009439616281,0.592577776297431
CXCL16,Lung13,-0.00162672519241343,0.000465441860105469,13609,0.00047403927405111,0.482573437140128
CXCL17,Lung5,-0.00131515617004462,0.000379254932719066,37735,0.000524861683754488,0.28926845208046
CXCL17,Lung6,-0.000531338386931648,0.00173921735481462,3252,0.759982092689705,0.233107207790341
CXCL17,Lung9,0.0016217072411384,0.000782857071867244,21893,0.0383098506298515,0.178341584857929
CXCL17,Lung12,-0.00134027150461914,0.000480983417644834,16548,0.00532767863527036,0.441405457384477
CXCL17,Lung13,-0.00504215819664291,0.000950705285966173,13609,1.13542503135148e-07,0.181740312397475
CXCL2,Lung5,0.00243225493237566,0.000261728148766377,37735,1.49917530792641e-20,0.624798107118033
CXCL2,Lung6,0.000213509683484515,0.00170174731700442,3252,0.900155452305051,0.247978846622428
CXCL2,Lung9,0.0017759541208058,0.00048167936478733,21893,0.000226909095622453,0.3565317616967
CXCL2,Lung12,-0.000240590484007152,0.000415849591725347,16548,0.562891710071221,0.524160499877176
CXCL2,Lung13,-0.00113165718215398,0.000718990227646385,13609,0.1154982010189,0.278914785848352
CXCL3,Lung5,-0.000683388554851264,0.000256323539453918,37735,0.00767329752316982,0.535594402532495
CXCL3,Lung6,-0.00115465601223005,0.00171895907411557,3252,0.50176314335187,0.246262276166663
CXCL3,Lung9,-0.000941930335519128,0.00037507953832657,21893,0.0120293702057405,0.516536767465402
CXCL3,Lung12,-0.000165093767460099,0.000388036619982225,16548,0.670501925114596,0.577666471224952
CXCL3,Lung13,-0.00143652822072761,0.00069482308699393,13609,0.0386895721249314,0.295434736528085
CXCL5,Lung5,-0.00519833411859592,0.000289222106479857,37735,3.14236970243139e-72,0.401863811178372
CXCL5,Lung6,0.00559187786458434,0.00243748000426003,3252,0.0217834599131889,0.137338302270546
CXCL5,Lung9,-0.000481762009754618,0.000566840422841911,21893,0.395376433979763,0.290984727043955
CXCL5,Lung12,0.000334277572933342,0.000443305807785367,16548,0.450815367812654,0.495844406145457
CXCL5,Lung13,0.00164018425302064,0.000884348414859952,13609,0.0636417853721132,0.212934501540494
CXCL6,Lung5,-0.000760059645038188,0.000413747885260193,37735,0.0662081899628408,0.271336704562175
CXCL6,Lung6,-0.000183439922214578,0.00258094601242451,3252,0.94333831645704,0.133538551857045
CXCL6,Lung9,-0.000494517472810101,0.000551376013413007,21893,0.369783578644784,0.301079231090716
CXCL6,Lung12,-0.000901338885420814,0.000486725947426596,16548,0.0640487112776644,0.437114162900257
CXCL6,Lung13,0.000777457672788037,0.000915375949734878,13609,0.395696830681924,0.201044712190491
CXCL8,Lung5,-0.00415787208696071,0.000204598213814885,37735,8.19379743687871e-92,0.748909767837171
CXCL8,Lung6,-0.000688579101494294,0.00213456398042577,3252,0.747009278446606,0.185988238493225
CXCL8,Lung9,-0.000182287606463922,0.000530855531251647,21893,0.731309154479366,0.324861476014513
CXCL8,Lung12,-0.00146968335005305,0.000398040578803304,16548,0.000222239220101818,0.571464945498173
CXCL8,Lung13,0.000426854430578254,0.000722041178881239,13609,0.554401560270867,0.289914563225422
CXCL9,Lung5,-0.000984225698676757,0.000301866114659209,37735,0.00111227359034044,0.423966811522143
CXCL9,Lung6,0.00158585456508881,0.0013864512011854,3252,0.252697111300258,0.356950523751162
CXCL9,Lung9,-0.000403049976224407,0.000628478935162889,21893,0.521321138053014,0.24778878466594
CXCL9,Lung12,-0.000799871177335634,0.000425728319420782,16548,0.0602676968298834,0.526943901119591
CXCL9,Lung13,-0.00233183259577554,0.00034096839482264,13609,7.98299666416332e-12,0.789737516960734
CXCR1,Lung5,-0.00102519954688316,0.000429394980242701,37735,0.0169613574376026,0.255146580820161
CXCR1,Lung6,-0.00268381135958567,0.00315302381648471,3252,0.39466575149082,0.103547918603375
CXCR1,Lung9,0.000260641906638481,0.000797965976603649,21893,0.743945589234279,0.183136292446469
CXCR1,Lung12,-0.000241299259275434,0.000516873966280365,16548,0.64061184015622,0.404160351558073
CXCR1,Lung13,-0.00147598380835915,0.00105101488934322,13609,0.160217187034001,0.161829723539869
CXCR2,Lung5,-0.00166118767784975,0.000369732433680309,37735,7.02447629193395e-06,0.306655243302406
CXCR2,Lung6,-0.000593090821697611,0.00272400878228054,3252,0.827641664718512,0.12516341171002
CXCR2,Lung9,0.00206334481955777,0.000760354988789131,21893,0.00665444509992511,0.188279267977223
CXCR2,Lung12,-5.45331434080724e-05,0.000482286966350503,16548,0.909973487256987,0.442633218974707
CXCR2,Lung13,0.00145019796835358,0.000989653278261882,13609,0.142822823653696,0.180227243454771
CXCR3,Lung5,0.000165471540051065,0.000372624800354254,37735,0.656991888144,0.320428932196988
CXCR3,Lung6,0.00494531065413505,0.00190313530801012,3252,0.00936301024307383,0.193241599146065
CXCR3,Lung9,0.000833262215618985,0.000758412913740689,21893,0.271902424811846,0.188004693341561
CXCR3,Lung12,-0.000348807784364887,0.000445058970054189,16548,0.433196290250814,0.485635455622896
CXCR3,Lung13,0.00112994273172609,0.00079846324374373,13609,0.157025448828502,0.246961273894243
CXCR4,Lung5,0.00299148032936756,0.00018685189053003,37735,1.08982520555829e-57,0.959665097408672
CXCR4,Lung6,0.00489524025807484,0.0010665425289791,3252,4.43624364013476e-06,0.449563048669989
CXCR4,Lung9,0.00290565992163577,0.0005585060551691,21893,1.96564408034385e-07,0.279490225423066
CXCR4,Lung12,0.000264806965702407,0.000485441055610068,16548,0.585411281251098,0.435355517017048
CXCR4,Lung13,0.00273830044044098,0.000671892367882915,13609,4.59146732898785e-05,0.313327601574267
CXCR5,Lung5,0.000134852895499539,0.000341493024683696,37735,0.692922525128154,0.369159988564642
CXCR5,Lung6,0.00172739884327573,0.00167507126713628,3252,0.302428749035779,0.249368432216758
CXCR5,Lung9,9.95073846513487e-05,0.000649073396182093,21893,0.878156314973983,0.238636603317993
CXCR5,Lung12,-0.000509710249747229,0.00042034800586162,16548,0.225286194257925,0.525958298926746
CXCR5,Lung13,-0.000750113124701873,0.000785757193520217,13609,0.339761148178714,0.24073885934362
CXCR6,Lung5,-0.000333733050820385,0.000373630385993294,37735,0.371740921013856,0.317490655102618
CXCR6,Lung6,0.0010809264785467,0.00211648724430785,3252,0.609549082045512,0.169923867684231
CXCR6,Lung9,0.00133693727867968,0.000636603982248456,21893,0.0357193192652419,0.249487174539872
CXCR6,Lung12,-0.000173033155547894,0.000439179284356836,16548,0.693586893596503,0.495382921701048
CXCR6,Lung13,-0.001228772056133,0.000825793175952203,13609,0.136753509066859,0.232320161116993
CYP1B1,Lung5,0.00128334621050101,0.000141502698847818,37735,1.19661507831941e-19,1.05324777359927
CYP1B1,Lung6,-0.00229442881712404,0.000723523636240816,3252,0.00151817328880747,0.721075686468034
CYP1B1,Lung9,0.00302833228761906,0.000441466021150812,21893,6.89967488869299e-12,0.401349332637929
CYP1B1,Lung12,-5.92041622627557e-05,0.000464627165501604,16548,0.898605655912225,0.461228943221515
CYP1B1,Lung13,0.00368977022841571,0.000469882441683515,13609,4.07697841076849e-15,0.528901908466564
CYSTM1,Lung5,-0.00189432205107957,0.000258588707616753,37735,2.37800552311598e-13,0.473803948911252
CYSTM1,Lung6,-0.00132243307017788,0.00123591492548262,3252,0.284617815527913,0.373909327947459
CYSTM1,Lung9,-0.000957617615404401,0.000552612469201599,21893,0.0831149023569232,0.288041615760178
CYSTM1,Lung12,-0.000955587461048726,0.000424030360263181,16548,0.0242224361212148,0.51676612298025
CYSTM1,Lung13,-0.00132760076608039,0.000510588659829707,13609,0.00931863902735258,0.427868713299368
CYTOR,Lung5,-0.000701989404898393,0.000125127285137512,37735,2.02090030016764e-08,1.11621412410805
CYTOR,Lung6,0.00125389729244652,0.000483096112297943,3252,0.00944412664170433,1.04152894912543
CYTOR,Lung9,0.00126472054811055,0.000243632846048517,21893,2.0906414709894e-07,0.794763340187047
CYTOR,Lung12,-0.000425926349368996,0.000220910078563412,16548,0.0538485287300701,1.01845788527355
CYTOR,Lung13,0.000390606176070426,0.000245502161560717,13609,0.11159835861192,1.01616204753152
DCN,Lung5,0.00176492555467501,6.4862894326223e-05,37735,4.93322878039583e-163,2.03140091936002
DCN,Lung6,0.00219587478613611,0.000331759176565791,3252,3.61926013351983e-11,1.32648374831276
DCN,Lung9,-0.000185625946155589,0.000149624332902248,21893,0.214748614707026,1.2280941032797
DCN,Lung12,0.0019964761172135,0.00017685172931216,16548,1.48748251838593e-29,1.3327283402593
DCN,Lung13,0.00120660431438593,0.000127117981859014,13609,2.26636010646295e-21,1.54390193844491
DDC,Lung5,-0.00010195015227003,0.000233466158873011,37735,0.662342969619512,0.560791809343398
DDC,Lung6,-0.00043194970299141,0.00151371406591844,3252,0.775370243564748,0.292376078766184
DDC,Lung9,0.000281313313544215,0.000627528894526338,21893,0.65394577334763,0.253466403797353
DDC,Lung12,-0.000777589495556875,0.00031232776568511,16548,0.0127865868529313,0.740006014991115
DDC,Lung13,-0.00129221855214796,0.000739740937783863,13609,0.0806628694617112,0.265536472299202
DDIT3,Lung5,3.63385268028383e-05,0.000367729245238558,37735,0.921282218906265,0.320638044654481
DDIT3,Lung6,0.00168690040435785,0.00184010573140587,3252,0.359278365737306,0.202510880313665
DDIT3,Lung9,-0.00112073564962623,0.000640486995198722,21893,0.0801497299629235,0.236565898174964
DDIT3,Lung12,-0.000433144422845291,0.000477971216019746,16548,0.364822355929133,0.445986654637141
DDIT3,Lung13,-0.00204484691380965,0.000735604835169235,13609,0.00543895193370363,0.26190190346729
DDR1,Lung5,-0.00271332240158567,0.000223796032611146,37735,7.87334514548157e-34,0.555521619991482
DDR1,Lung6,-0.00423254852997047,0.00123525175688616,3252,0.000611489611714151,0.408102425181994
DDR1,Lung9,-0.00158812137820636,0.000456690575293173,21893,0.000506196136598596,0.370397369374924
DDR1,Lung12,-0.000529214799531771,0.000366901633001076,16548,0.149192726728284,0.614649668333478
DDR1,Lung13,-0.00274412005335233,0.000602400032407587,13609,5.23078981495619e-06,0.348455745559235
DDR2,Lung5,-0.000434510457823305,0.000212812513807172,37735,0.0411760994778691,0.633679693976895
DDR2,Lung6,-0.000910713730180806,0.00092465354848888,3252,0.324661266183512,0.552446216328934
DDR2,Lung9,-0.00038217257339188,0.000415524733918975,21893,0.35771134308511,0.413846254091474
DDR2,Lung12,0.000296856028406117,0.000391709693372513,16548,0.448542562961517,0.579732342320231
DDR2,Lung13,-7.13651270376507e-05,0.000473559167678943,13609,0.880212772256763,0.478742922980353
DDX58,Lung5,-0.000182481748766756,0.000292015183688333,37735,0.532033409624337,0.435876764967895
DDX58,Lung6,0.00185788454469983,0.00112930002412018,3252,0.0999358492785557,0.41618310927225
DDX58,Lung9,-0.00140711993601505,0.000486708932704735,21893,0.00383906634777018,0.335710498408903
DDX58,Lung12,0.00219392810521258,0.000451296748969349,16548,1.16566170740191e-06,0.489919143021823
DDX58,Lung13,0.000659361913883526,0.000612525167548959,13609,0.28171933900958,0.353245319709196
DHRS2,Lung5,-0.00067422190531297,0.000349132903572216,37735,0.0534666658070539,0.33395142718868
DHRS2,Lung6,-0.00105294544903653,0.00214548919440526,3252,0.623587905105923,0.179779342802269
DHRS2,Lung9,-0.000353491190690344,0.000696829400346013,21893,0.611954772891032,0.217952690718255
DHRS2,Lung12,-0.00138414139264494,0.000457912076677555,16548,0.0025051138522516,0.472856261634275
DHRS2,Lung13,-0.000267913668238933,0.000824527532538995,13609,0.745234108818394,0.231069241229712
DLL1,Lung5,-0.00150521258576255,0.000283885928302156,37735,1.14431697772445e-07,0.434785461026438
DLL1,Lung6,0.00130222577873611,0.00150787273246029,3252,0.387797865550211,0.29082736761483
DLL1,Lung9,-0.00177725086444588,0.00045119989888075,21893,8.18412320388663e-05,0.379635682963766
DLL1,Lung12,0.000172414696208572,0.000327540297128701,16548,0.598615652116971,0.707296740773709
DLL1,Lung13,-0.00107948243062871,0.000690852200440534,13609,0.118161432311987,0.298814250790104
DMBT1,Lung5,-0.00195659870091293,0.000320789124999329,37735,1.06514039757133e-09,0.370559131493636
DMBT1,Lung6,0.00655485895579864,0.0018725234972624,3252,0.000464302081940651,0.205517722068851
DMBT1,Lung9,0.00333780865053243,0.000638217305902178,21893,1.69607560025451e-07,0.255147414000943
DMBT1,Lung12,0.000437788890018662,0.000480473710710332,16548,0.362210567932541,0.45351955426872
DMBT1,Lung13,-0.00089426486270925,0.000941348312988407,13609,0.342120907810383,0.191647466760065
DNMT1,Lung5,-0.000154965675734218,0.000269021870785492,37735,0.564592372819885,0.471794536757849
DNMT1,Lung6,-0.000447773282101168,0.00115605658192939,3252,0.698513272166007,0.405441923204232
DNMT1,Lung9,-0.00313112181963627,0.000424752594139024,21893,1.68545789003384e-13,0.401652802883084
DNMT1,Lung12,0.000328436013106815,0.000418911692128055,16548,0.43302715882902,0.528339325481071
DNMT1,Lung13,-0.00131329437613492,0.000551184426706325,13609,0.0171872740616891,0.383249621761757
DNMT3A,Lung5,-0.000843558799776944,0.000268766050702667,37735,0.00169736155038645,0.45451053720915
DNMT3A,Lung6,-0.00181248755419238,0.00130275594072244,3252,0.164143033059737,0.350228154155976
DNMT3A,Lung9,-0.00345495526335297,0.000462128949357392,21893,7.65191064456979e-14,0.355550603646161
DNMT3A,Lung12,0.000752496666945036,0.000458597778643448,16548,0.10082561251872,0.47005880306241
DNMT3A,Lung13,0.000532759920117552,0.000656287841680288,13609,0.416919125418165,0.317226884038895
DNTT,Lung5,-0.00167604479308499,0.000394656206133774,37735,2.16799242726676e-05,0.271784196173558
DNTT,Lung6,0.000257561090849216,0.00245556854006699,3252,0.916464222892426,0.144163795921184
DNTT,Lung9,0.000431596191707338,0.000839770014358363,21893,0.60728995186873,0.162170110312522
DNTT,Lung12,0.000337810008926304,0.000545738106304498,16548,0.535918626932977,0.380594747993493
DNTT,Lung13,-0.00032339153754569,0.000885870925158473,13609,0.715070412515758,0.202962377769375
DPP4,Lung5,-0.000233677952622392,0.000428154161749862,37735,0.585217214102342,0.26071112857702
DPP4,Lung6,-0.00126194763129564,0.0025718302775449,3252,0.623652257656558,0.130242994770298
DPP4,Lung9,-0.000955268001995753,0.000698465507364896,21893,0.171416433942353,0.205599229711817
DPP4,Lung12,-9.11106290078967e-05,0.000483719146085758,16548,0.850598844218839,0.441292345350548
DPP4,Lung13,-0.00222836940995915,0.000670287664656879,13609,0.000885781486937717,0.297733183029906
DST,Lung5,-0.000307070544680883,0.00019417275638256,37735,0.113779843671636,0.685999728319626
DST,Lung6,-0.00197722711111033,0.00068892415121902,3252,0.00410443917746304,0.75859649543981
DST,Lung9,0.000466168294735852,0.000468185364748278,21893,0.319399950631437,0.341788550506083
DST,Lung12,0.00046759395733586,0.000445127486603361,16548,0.29350116167835,0.488537328688085
DST,Lung13,-7.52226408768299e-05,0.000472409598439732,13609,0.873486233722205,0.482283709687177
DUSP1,Lung5,0.00541501631336233,9.01376173147706e-05,37735,0,2.06066155430351
DUSP1,Lung6,0.00459561214852663,0.000501893878112604,3252,5.35871684282321e-20,1.06675221176644
DUSP1,Lung9,0.00275782559608803,0.000228401309095653,21893,1.44083168677389e-33,0.90017829891001
DUSP1,Lung12,0.00164483604254802,0.000210424203302802,16548,5.41991825445838e-15,1.1266109197563
DUSP1,Lung13,0.00178463139726153,0.000178276883156642,13609,1.37130694783092e-23,1.59105916420283
DUSP2,Lung5,0.00259554901901349,0.000286772016116687,37735,1.41775838224847e-19,0.546505406105176
DUSP2,Lung6,0.00438105363077757,0.00160331852651,3252,0.00628573665222017,0.261469159070384
DUSP2,Lung9,-0.000969474903736968,0.00060196833272455,21893,0.107286968460716,0.262184387982016
DUSP2,Lung12,-0.000318436002911143,0.000426621195612551,16548,0.455417407454394,0.524393429924643
DUSP2,Lung13,-0.000194360389703147,0.000753890216572585,13609,0.796553594584681,0.268223310747759
DUSP4,Lung5,-0.00100271065672809,0.000291287240093766,37735,0.000576698037707882,0.436024223170145
DUSP4,Lung6,0.00218958808352708,0.00144945349471623,3252,0.130882719586687,0.299041076208391
DUSP4,Lung9,-0.00106702683563181,0.000593562726532277,21893,0.0722301385911557,0.269168022167861
DUSP4,Lung12,0.000799852233253541,0.000408132776072544,16548,0.0500209994885763,0.542828066110994
DUSP4,Lung13,-0.000210531914198239,0.000711478659316198,13609,0.767300677303147,0.284121420899006
DUSP5,Lung5,-0.000477337050386483,2.79485089518472e-05,37735,2.12151775820918e-65,3.86874272146993
DUSP5,Lung6,-0.00056937522488767,0.000471133043159737,3252,0.226846067698772,1.08015313850157
DUSP5,Lung9,0.00147746214954387,0.000188675350091525,21893,4.85118428702461e-15,1.02712208129808
DUSP5,Lung12,-0.000572686914954385,3.83401591476387e-05,16548,1.89311022531241e-50,2.18464874938031
DUSP5,Lung13,0.000791211221135264,0.00021277075095713,13609,0.000200322880107579,1.23122802930759
DUSP6,Lung5,-0.00153585519299245,0.000218829973568986,37735,2.2428458540076e-12,0.593599195858725
DUSP6,Lung6,0.000692684830851058,0.00114019027988093,3252,0.543507950018626,0.40253191214005
DUSP6,Lung9,0.0006119123996132,0.000460695884174826,21893,0.184100483926128,0.374539136965574
DUSP6,Lung12,-0.000412121133259623,0.000332312789099902,16548,0.214916103545721,0.670299802938763
DUSP6,Lung13,-0.00207010364052392,0.000638114781573603,13609,0.00117825305322138,0.319017049270125
EFNA1,Lung5,-0.00130463177531864,0.000246935449419836,37735,1.2688377556541e-07,0.508332675996337
EFNA1,Lung6,-0.00219182447190469,0.00107830607725122,3252,0.0420873688507796,0.466493600337711
EFNA1,Lung9,0.000153879464669174,0.000529712342325305,21893,0.771436596631274,0.30703959504177
EFNA1,Lung12,8.03009753296365e-05,0.00037475030694046,16548,0.830329796440677,0.589990926898912
EFNA1,Lung13,-0.00320032118759075,0.000659179234856683,13609,1.20381211705371e-06,0.305396133567393
EFNA4,Lung5,-0.00140719263535808,0.000326805603940289,37735,1.66307292029653e-05,0.349665422557391
EFNA4,Lung6,0.00364049051042775,0.00175615167658352,3252,0.0381729109978548,0.22379318313122
EFNA4,Lung9,-0.000872236645382643,0.000550121636411773,21893,0.112845022504432,0.292518651737631
EFNA4,Lung12,0.000169674433670241,0.000420766115727483,16548,0.686763450614328,0.514715085354023
EFNA4,Lung13,-0.00128029804982476,0.000725114422315708,13609,0.077454639276645,0.274579760688303
EFNA5,Lung5,-0.000564108795938548,0.000307604134766885,37735,0.0666719416064937,0.401289027711402
EFNA5,Lung6,-0.000123404481518259,0.00166215570386474,3252,0.940816525864694,0.261980344644418
EFNA5,Lung9,0.00103601356678503,0.000602679544193182,21893,0.0856121270374108,0.266425118244347
EFNA5,Lung12,-0.000389190978069542,0.000410341346776703,16548,0.342897032872197,0.545772524004054
EFNA5,Lung13,-0.00154293816721841,0.000697280978899375,13609,0.0269119499756567,0.291872681819603
EFNB1,Lung5,-0.000305450346477675,0.000246751531857507,37735,0.215758214324983,0.504834894386142
EFNB1,Lung6,0.00174892169823721,0.00138442083150124,3252,0.206485833465192,0.316559044245737
EFNB1,Lung9,0.000213873310041205,0.000475265739043384,21893,0.652704785416794,0.349744817550265
EFNB1,Lung12,-0.00034696865052922,0.000359625085860685,16548,0.334641697676861,0.610246898997189
EFNB1,Lung13,0.000597126869331483,0.000570680382837917,13609,0.29540314762238,0.364903557541584
EFNB2,Lung5,-0.00127462422007142,0.000295983391632746,37735,1.65929489832057e-05,0.41166559507857
EFNB2,Lung6,-0.00246234678552083,0.00186190994936924,3252,0.186006914389013,0.222481074281938
EFNB2,Lung9,0.000128956636750718,0.000524477578706757,21893,0.805777945922384,0.314852228985204
EFNB2,Lung12,-0.000658146664506984,0.000375836695469489,16548,0.0799199676977848,0.605854589643937
EFNB2,Lung13,0.00103408182817794,0.00076059225003811,13609,0.173964612100158,0.259216470522721
EFNB3,Lung5,-0.00104870534436834,0.000388858860997132,37735,0.00699926720992025,0.279205380363112
EFNB3,Lung6,-0.000736372017821828,0.00264943005118665,3252,0.781061480345205,0.125456670327017
EFNB3,Lung9,-0.00172539261850055,0.000733007789193545,21893,0.0185799547091906,0.199764269643433
EFNB3,Lung12,-0.000220956522883499,0.000520735205115306,16548,0.671335030957878,0.3916626091047
EFNB3,Lung13,-0.00132619491968431,0.000932447366600148,13609,0.154946949678473,0.189050294924218
EGF,Lung5,-0.000782411948923367,0.000412562717136565,37735,0.0578982010134702,0.26489168736938
EGF,Lung6,-0.00572429645068272,0.00358290872542597,3252,0.110117018708468,0.0890360358214462
EGF,Lung9,-0.000925375402970439,0.000840807054467036,21893,0.271079506943197,0.165365374272928
EGF,Lung12,-0.000130181146140564,0.000468234027109652,16548,0.780992543582067,0.46105870204474
EGF,Lung13,-0.00144699755955703,0.00103007157936555,13609,0.160094329959979,0.162452872535637
EGFR,Lung5,-0.000288257010274274,0.000245923961072631,37735,0.241141344831693,0.523419510724384
EGFR,Lung6,-0.0117136282710076,0.000749212932330102,3252,4.23267470761129e-55,0.847780627585114
EGFR,Lung9,9.25828582693781e-05,0.000543703465127394,21893,0.864788446254777,0.294635996494842
EGFR,Lung12,-0.000564481704324038,0.000383896785636069,16548,0.14145354253014,0.591826738047291
EGFR,Lung13,0.000548957949910542,0.000610315557251275,13609,0.368404622870468,0.34595435175035
EIF5A,Lung5,-0.000124932154733227,9.96208530986578e-05,37735,0.209814259603107,1.21734162026317
EIF5A,Lung6,-0.00137793790714992,0.000551767796791121,3252,0.0125137797807302,0.869199787328401
EIF5A,Lung9,-0.00199444406706816,0.000217816362663499,21893,5.35883258889647e-20,0.822843985480196
EIF5A,Lung12,-0.000676485663932027,0.00020382973722227,16548,0.000903804887855736,1.0228403437455
EIF5A,Lung13,-0.000726543487570894,0.000240776336780915,13609,0.00254865928140933,0.924722934262463
ELANE,Lung5,-0.000561706617542834,0.000322414571425137,37735,0.0814756506305534,0.376009548152745
ELANE,Lung6,0.00180585459254944,0.00174640872850353,3252,0.301117969533637,0.22674046312923
ELANE,Lung9,0.00211777891316405,0.00059357957434841,21893,0.000359977900061573,0.276503119485608
ELANE,Lung12,0.000447584552874263,0.000404071324944388,16548,0.267997016535465,0.543402531927078
ELANE,Lung13,0.00013975434565237,0.0007592758872663,13609,0.853964292585765,0.265034154830083
EMP3,Lung5,9.06471829503514e-05,0.000210024957268828,37735,0.666030734561206,0.662098628754838
EMP3,Lung6,0.00145290879035722,0.00128520535415107,3252,0.258270796270651,0.339917984053636
EMP3,Lung9,0.000885256701418623,0.000408777140621902,21893,0.0303400964472915,0.434341369897163
EMP3,Lung12,0.000243547639193361,0.000282410078399019,16548,0.388472918799262,0.804342387787183
EMP3,Lung13,0.000704919180609091,0.000438561375324102,13609,0.107978834561268,0.519532686392734
ENG,Lung5,0.000565648054965083,0.000157907848980961,37735,0.000340790794571775,0.89662059682129
ENG,Lung6,0.000534360381223689,0.000736386086434174,3252,0.468051847369565,0.665003940235249
ENG,Lung9,0.00101471361875431,0.000392891498737672,21893,0.00980357710230151,0.436584293187116
ENG,Lung12,0.000519089233860617,0.000340913932387576,16548,0.127848764412542,0.651175151010358
ENG,Lung13,0.00100944335775771,0.000431173566251766,13609,0.0192242788063547,0.531123559399397
ENTPD1,Lung5,-0.00191754077800886,0.000196295824319595,37735,1.53517685015606e-22,0.655971260944652
ENTPD1,Lung6,0.000205562361720947,0.000998980923515002,3252,0.83696896766294,0.490173728619497
ENTPD1,Lung9,-0.000387130792055521,0.000441550915571863,21893,0.380621178956524,0.37532872463424
ENTPD1,Lung12,-0.00043852072911116,0.000327870541091384,16548,0.181065570771477,0.686739776451865
ENTPD1,Lung13,0.00136595349661788,0.000454219862839503,13609,0.00263621307895529,0.515185069438693
EOMES,Lung5,4.00929816587645e-05,0.000434167553743512,37735,0.926424340835756,0.256590478431764
EOMES,Lung6,0.00350375417233288,0.00290096666186343,3252,0.227128626159265,0.106069667593382
EOMES,Lung9,-9.00413119223559e-05,0.000901615508118632,21893,0.92045020084667,0.149717357233577
EOMES,Lung12,-0.000377440490172268,0.000515568143086098,16548,0.464115758008576,0.406959287073507
EOMES,Lung13,0.000257856375075331,0.00105869495633002,13609,0.807571148765499,0.161115991665206
EPCAM,Lung5,-0.00450568637337901,0.000280454291106547,37735,4.44033258136354e-58,0.400673469766649
EPCAM,Lung6,-0.00521084706077837,0.00139009280024978,3252,0.000177852387633838,0.347232841470385
EPCAM,Lung9,-0.00592612158972837,0.000573864884934847,21893,5.33736301813959e-25,0.283471022377275
EPCAM,Lung12,-0.000610177245138083,0.000445941336249648,16548,0.17122119748997,0.482315407243296
EPCAM,Lung13,-0.00852731081857029,0.000657255270561722,13609,1.71548286657254e-38,0.313069626787001
EPHA2,Lung5,-0.00157325092145751,0.000265587752331793,37735,3.14858590314588e-09,0.46492731276308
EPHA2,Lung6,-0.0017418146652458,0.00175540124414579,3252,0.321070647428652,0.242860232042182
EPHA2,Lung9,-0.000405233629653289,0.000483917778127492,21893,0.402366741313847,0.355979961560384
EPHA2,Lung12,0.000158729165995319,0.00039688319394319,16548,0.689201263867121,0.563392792143566
EPHA2,Lung13,0.00102338650023861,0.00065734173745651,13609,0.119504651928645,0.315836011306555
